ENSEMBL_gene,HGNC_symbol,HGNC_symbol_unique
ENSG00000270605,ENSG00000270605.1,ENSG00000270605.1-270605
ENSG00000271398,ENSG00000271398.1,ENSG00000271398.1-271398
ENSG00000206779,Y_RNA,Y_RNA-206779
ENSG00000242125,SNHG3,SNHG3-242125
ENSG00000279443,ENSG00000279443.1,ENSG00000279443.1-279443
ENSG00000197989,SNHG12,SNHG12-197989
ENSG00000229388,TAF12-DT,TAF12-DT-229388
ENSG00000270103,ENSG00000270103.3,ENSG00000270103.3-270103
ENSG00000252777,ENSG00000252777.1,ENSG00000252777.1-252777
ENSG00000289291,ENSG00000289291.1,ENSG00000289291.1-289291
ENSG00000233427,ENSG00000233427.1,ENSG00000233427.1-233427
ENSG00000199756,Y_RNA,Y_RNA-199756
ENSG00000225616,ENSG00000225616.2,ENSG00000225616.2-225616
ENSG00000206704,Y_RNA,Y_RNA-206704
ENSG00000277958,Metazoa_SRP,Metazoa_SRP-277958
ENSG00000225750,ENSG00000225750.1,ENSG00000225750.1-225750
ENSG00000277916,ENSG00000277916.1,ENSG00000277916.1-277916
ENSG00000237934,ENSG00000237934.1,ENSG00000237934.1-237934
ENSG00000230523,LINC01756,LINC01756-230523
ENSG00000225011,ENSG00000225011.4,ENSG00000225011.4-225011
ENSG00000228176,ENSG00000228176.1,ENSG00000228176.1-228176
ENSG00000284676,ENSG00000284676.1,ENSG00000284676.1-284676
ENSG00000270927,ENSG00000270927.1,ENSG00000270927.1-270927
ENSG00000233399,LINC01648,LINC01648-233399
ENSG00000233372,ENSG00000233372.1,ENSG00000233372.1-233372
ENSG00000231251,ENSG00000231251.1,ENSG00000231251.1-231251
ENSG00000236335,ENSG00000236335.1,ENSG00000236335.1-236335
ENSG00000231949,ENSG00000231949.1,ENSG00000231949.1-231949
ENSG00000289710,ENSG00000289710.1,ENSG00000289710.1-289710
ENSG00000186056,MATN1-AS1,MATN1-AS1-186056
ENSG00000287510,ENSG00000287510.1,ENSG00000287510.1-287510
ENSG00000229607,ENSG00000229607.1,ENSG00000229607.1-229607
ENSG00000223382,LINC01778,LINC01778-223382
ENSG00000222784,RN7SKP91,RN7SKP91-222784
ENSG00000235143,ENSG00000235143.1,ENSG00000235143.1-235143
ENSG00000237329,ENSG00000237329.2,ENSG00000237329.2-237329
ENSG00000232768,ENSG00000232768.1,ENSG00000232768.1-232768
ENSG00000225142,RPL21P22,RPL21P22-225142
ENSG00000229447,ENSG00000229447.2,ENSG00000229447.2-229447
ENSG00000229044,ENSG00000229044.1,ENSG00000229044.1-229044
ENSG00000265961,Y_RNA,Y_RNA-265961
ENSG00000284543,LINC01226,LINC01226-284543
ENSG00000229167,ENSG00000229167.2,ENSG00000229167.2-229167
ENSG00000235790,PEF1-AS1,PEF1-AS1-235790
ENSG00000264078,ENSG00000264078.1,ENSG00000264078.1-264078
ENSG00000254545,ENSG00000254545.1,ENSG00000254545.1-254545
ENSG00000203620,ENSG00000203620.2,ENSG00000203620.2-203620
ENSG00000269967,ENSG00000269967.1,ENSG00000269967.1-269967
ENSG00000288678,ENSG00000288678.2,ENSG00000288678.2-288678
ENSG00000228634,ENSG00000228634.1,ENSG00000228634.1-228634
ENSG00000284702,ENSG00000284702.1,ENSG00000284702.1-284702
ENSG00000203325,ENSG00000203325.3,ENSG00000203325.3-203325
ENSG00000276493,Metazoa_SRP,Metazoa_SRP-276493
ENSG00000250135,ENSG00000250135.1,ENSG00000250135.1-250135
ENSG00000224066,ENSG00000224066.1,ENSG00000224066.1-224066
ENSG00000291132,ENSG00000291132.1,ENSG00000291132.1-291132
ENSG00000290045,ENSG00000290045.1,ENSG00000290045.1-290045
ENSG00000277617,Metazoa_SRP,Metazoa_SRP-277617
ENSG00000252450,Y_RNA,Y_RNA-252450
ENSG00000233775,ENSG00000233775.1,ENSG00000233775.1-233775
ENSG00000270850,ENSG00000270850.1,ENSG00000270850.1-270850
ENSG00000254553,ENSG00000254553.1,ENSG00000254553.1-254553
ENSG00000200591,Y_RNA,Y_RNA-200591
ENSG00000224409,ENSG00000224409.1,ENSG00000224409.1-224409
ENSG00000162522,KIAA1522,KIAA1522-162522
ENSG00000287691,ENSG00000287691.1,ENSG00000287691.1-287691
ENSG00000278966,ENSG00000278966.2,ENSG00000278966.2-278966
ENSG00000217644,ENSG00000217644.5,ENSG00000217644.5-217644
ENSG00000239670,ENSG00000239670.1,ENSG00000239670.1-239670
ENSG00000236065,ENSG00000236065.2,ENSG00000236065.2-236065
ENSG00000276645,Metazoa_SRP,Metazoa_SRP-276645
ENSG00000278997,ENSG00000278997.1,ENSG00000278997.1-278997
ENSG00000279179,ENSG00000279179.1,ENSG00000279179.1-279179
ENSG00000284721,ENSG00000284721.1,ENSG00000284721.1-284721
ENSG00000270115,ENSG00000270115.1,ENSG00000270115.1-270115
ENSG00000225313,ENSG00000225313.5,ENSG00000225313.5-225313
ENSG00000222112,RN7SKP16,RN7SKP16-222112
ENSG00000233246,PHC2-AS1,PHC2-AS1-233246
ENSG00000235907,ENSG00000235907.2,ENSG00000235907.2-235907
ENSG00000231163,CSMD2-AS1,CSMD2-AS1-231163
ENSG00000201148,RNA5SP42,RNA5SP42-201148
ENSG00000270241,ENSG00000270241.1,ENSG00000270241.1-270241
ENSG00000287703,ENSG00000287703.1,ENSG00000287703.1-287703
ENSG00000255811,ENSG00000255811.1,ENSG00000255811.1-255811
ENSG00000230163,ENSG00000230163.1,ENSG00000230163.1-230163
ENSG00000284773,ENSG00000284773.1,ENSG00000284773.1-284773
ENSG00000271741,ENSG00000271741.1,ENSG00000271741.1-271741
ENSG00000233940,RPL12P45,RPL12P45-233940
ENSG00000284640,ENSG00000284640.1,ENSG00000284640.1-284640
ENSG00000201868,Y_RNA,Y_RNA-201868
ENSG00000229994,RPL5P4,RPL5P4-229994
ENSG00000227409,ZMYM4-AS1,ZMYM4-AS1-227409
ENSG00000278702,Metazoa_SRP,Metazoa_SRP-278702
ENSG00000236274,ENSG00000236274.1,ENSG00000236274.1-236274
ENSG00000239636,TFAP2E-AS1,TFAP2E-AS1-239636
ENSG00000232335,ENSG00000232335.1,ENSG00000232335.1-232335
ENSG00000286899,ENSG00000286899.1,ENSG00000286899.1-286899
ENSG00000271914,ENSG00000271914.1,ENSG00000271914.1-271914
ENSG00000271554,ENSG00000271554.1,ENSG00000271554.1-271554
ENSG00000232862,ENSG00000232862.5,ENSG00000232862.5-232862
ENSG00000286379,ENSG00000286379.1,ENSG00000286379.1-286379
ENSG00000116898,MRPS15,MRPS15-116898
ENSG00000284705,ENSG00000284705.1,ENSG00000284705.1-284705
ENSG00000284720,ENSG00000284720.1,ENSG00000284720.1-284720
ENSG00000234481,ENSG00000234481.2,ENSG00000234481.2-234481
ENSG00000284650,ENSG00000284650.1,ENSG00000284650.1-284650
ENSG00000223944,ENSG00000223944.3,ENSG00000223944.3-223944
ENSG00000252368,RNA5SP43,RNA5SP43-252368
ENSG00000230451,RPS29P6,RPS29P6-230451
ENSG00000233621,LITATS1,LITATS1-233621
ENSG00000237749,RPS27P9,RPS27P9-237749
ENSG00000284748,ENSG00000284748.1,ENSG00000284748.1-284748
ENSG00000116922,C1orf109,C1orf109-116922
ENSG00000200421,Y_RNA,Y_RNA-200421
ENSG00000227416,ENSG00000227416.2,ENSG00000227416.2-227416
ENSG00000233728,ENSG00000233728.1,ENSG00000233728.1-233728
ENSG00000235673,ENSG00000235673.1,ENSG00000235673.1-235673
ENSG00000230955,INPP5B-AS1,INPP5B-AS1-230955
ENSG00000277168,Metazoa_SRP,Metazoa_SRP-277168
ENSG00000224592,MIR3659HG,MIR3659HG-224592
ENSG00000223589,ENSG00000223589.2,ENSG00000223589.2-223589
ENSG00000284623,LINC02786,LINC02786-284623
ENSG00000286552,ENSG00000286552.1,ENSG00000286552.1-286552
ENSG00000287987,ENSG00000287987.1,ENSG00000287987.1-287987
ENSG00000237290,LINC01343,LINC01343-237290
ENSG00000275350,ENSG00000275350.1,ENSG00000275350.1-275350
ENSG00000238063,LINC01685,LINC01685-238063
ENSG00000284632,ENSG00000284632.1,ENSG00000284632.1-284632
ENSG00000273637,ENSG00000273637.1,ENSG00000273637.1-273637
ENSG00000228436,RRAGC-DT,RRAGC-DT-228436
ENSG00000274944,ENSG00000274944.4,ENSG00000274944.4-274944
ENSG00000207466,Y_RNA,Y_RNA-207466
ENSG00000222378,RNA5SP44,RNA5SP44-222378
ENSG00000287422,ENSG00000287422.1,ENSG00000287422.1-287422
ENSG00000226438,ENSG00000226438.1,ENSG00000226438.1-226438
ENSG00000228060,PABPC4-AS1,PABPC4-AS1-228060
ENSG00000225903,ENSG00000225903.1,ENSG00000225903.1-225903
ENSG00000225333,ENSG00000225333.6,ENSG00000225333.6-225333
ENSG00000289711,ENSG00000289711.1,ENSG00000289711.1-289711
ENSG00000285905,BMP8B-AS1,BMP8B-AS1-285905
ENSG00000261798,ENSG00000261798.1,ENSG00000261798.1-261798
ENSG00000229213,ENSG00000229213.1,ENSG00000229213.1-229213
ENSG00000284719,ENSG00000284719.3,ENSG00000284719.3-284719
ENSG00000284678,LINC02811,LINC02811-284678
ENSG00000202222,Y_RNA,Y_RNA-202222
ENSG00000236546,MYCL-AS1,MYCL-AS1-236546
ENSG00000207356,Y_RNA,Y_RNA-207356
ENSG00000228477,ENSG00000228477.1,ENSG00000228477.1-228477
ENSG00000259943,ZMPSTE24-DT,ZMPSTE24-DT-259943
ENSG00000231296,ENSG00000231296.1,ENSG00000231296.1-231296
ENSG00000227311,RPL21P20,RPL21P20-227311
ENSG00000213172,ENSG00000213172.3,ENSG00000213172.3-213172
ENSG00000290111,ENSG00000290111.1,ENSG00000290111.1-290111
ENSG00000284677,ENSG00000284677.1,ENSG00000284677.1-284677
ENSG00000260920,ENSG00000260920.2,ENSG00000260920.2-260920
ENSG00000279667,ENSG00000279667.1,ENSG00000279667.1-279667
ENSG00000238287,EXO5-DT,EXO5-DT-238287
ENSG00000227278,ENSG00000227278.1,ENSG00000227278.1-227278
ENSG00000238186,ENSG00000238186.1,ENSG00000238186.1-238186
ENSG00000286838,ENSG00000286838.1,ENSG00000286838.1-286838
ENSG00000236505,ENSG00000236505.1,ENSG00000236505.1-236505
ENSG00000287743,ENSG00000287743.1,ENSG00000287743.1-287743
ENSG00000237899,ENSG00000237899.1,ENSG00000237899.1-237899
ENSG00000272145,NFYC-AS1,NFYC-AS1-272145
ENSG00000229528,ENSG00000229528.1,ENSG00000229528.1-229528
ENSG00000228940,ENSG00000228940.1,ENSG00000228940.1-228940
ENSG00000286668,ENSG00000286668.1,ENSG00000286668.1-286668
ENSG00000281207,SLFNL1-AS1,SLFNL1-AS1-281207
ENSG00000215893,RPL23AP17,RPL23AP17-215893
ENSG00000287400,ENSG00000287400.1,ENSG00000287400.1-287400
ENSG00000235358,SCMH1-DT,SCMH1-DT-235358
ENSG00000213987,RPL36AP9,RPL36AP9-213987
ENSG00000291157,ENSG00000291157.1,ENSG00000291157.1-291157
ENSG00000286640,ENSG00000286640.3,ENSG00000286640.3-286640
ENSG00000229901,FOXO6-AS1,FOXO6-AS1-229901
ENSG00000252563,RNA5SP45,RNA5SP45-252563
ENSG00000230881,ENSG00000230881.1,ENSG00000230881.1-230881
ENSG00000230638,ENSG00000230638.4,ENSG00000230638.4-230638
ENSG00000284895,ENSG00000284895.1,ENSG00000284895.1-284895
ENSG00000287587,ENSG00000287587.1,ENSG00000287587.1-287587
ENSG00000228776,ENSG00000228776.2,ENSG00000228776.2-228776
ENSG00000227527,ENSG00000227527.2,ENSG00000227527.2-227527
ENSG00000235002,ENSG00000235002.1,ENSG00000235002.1-235002
ENSG00000236180,ENSG00000236180.2,ENSG00000236180.2-236180
ENSG00000285728,ENSG00000285728.3,ENSG00000285728.3-285728
ENSG00000234917,ENSG00000234917.2,ENSG00000234917.2-234917
ENSG00000283580,ENSG00000283580.4,ENSG00000283580.4-283580
ENSG00000228452,C1orf50-AS1,C1orf50-AS1-228452
ENSG00000228192,ZNF691-DT,ZNF691-DT-228192
ENSG00000233708,ENSG00000233708.1,ENSG00000233708.1-233708
ENSG00000288955,ENSG00000288955.1,ENSG00000288955.1-288955
ENSG00000227533,SLC2A1-DT,SLC2A1-DT-227533
ENSG00000283973,ENSG00000283973.2,ENSG00000283973.2-283973
ENSG00000283136,U6,U6-283136
ENSG00000277513,ENSG00000277513.1,ENSG00000277513.1-277513
ENSG00000199240,RNA5SP46,RNA5SP46-199240
ENSG00000287113,ENSG00000287113.1,ENSG00000287113.1-287113
ENSG00000234694,CDC20-DT,CDC20-DT-234694
ENSG00000288772,ENSG00000288772.2,ENSG00000288772.2-288772
ENSG00000229431,MED8-AS1,MED8-AS1-229431
ENSG00000229372,SZT2-AS1,SZT2-AS1-229372
ENSG00000229348,HYI-AS1,HYI-AS1-229348
ENSG00000284989,ENSG00000284989.1,ENSG00000284989.1-284989
ENSG00000236200,KDM4A-AS1,KDM4A-AS1-236200
ENSG00000229444,ST3GAL3-AS1,ST3GAL3-AS1-229444
ENSG00000283414,U6,U6-283414
ENSG00000233674,ENSG00000233674.2,ENSG00000233674.2-233674
ENSG00000237950,LINC02918,LINC02918-237950
ENSG00000288573,ENSG00000288573.3,ENSG00000288573.3-288573
ENSG00000285649,ENSG00000285649.1,ENSG00000285649.1-285649
ENSG00000230615,ENSG00000230615.8,ENSG00000230615.8-230615
ENSG00000227163,ENSG00000227163.2,ENSG00000227163.2-227163
ENSG00000233514,ENSG00000233514.1,ENSG00000233514.1-233514
ENSG00000226804,ENSG00000226804.4,ENSG00000226804.4-226804
ENSG00000200171,Y_RNA,Y_RNA-200171
ENSG00000227994,ENSG00000227994.1,ENSG00000227994.1-227994
ENSG00000271329,ENSG00000271329.1,ENSG00000271329.1-271329
ENSG00000233602,ERI3-IT1,ERI3-IT1-233602
ENSG00000225721,ENSG00000225721.5,ENSG00000225721.5-225721
ENSG00000142937,RPS8,RPS8-142937
ENSG00000234093,RPS15AP11,RPS15AP11-234093
ENSG00000290041,ENSG00000290041.1,ENSG00000290041.1-290041
ENSG00000226499,ENSG00000226499.1,ENSG00000226499.1-226499
ENSG00000253039,RNA5SP47,RNA5SP47-253039
ENSG00000268949,MRPS17P1,MRPS17P1-268949
ENSG00000281912,LINC01144,LINC01144-281912
ENSG00000288208,ENSG00000288208.1,ENSG00000288208.1-288208
ENSG00000281133,ENSG00000281133.1,ENSG00000281133.1-281133
ENSG00000280836,ENSG00000280836.1,ENSG00000280836.1-280836
ENSG00000289407,ENSG00000289407.1,ENSG00000289407.1-289407
ENSG00000281112,ENSG00000281112.1,ENSG00000281112.1-281112
ENSG00000281825,ENSG00000281825.1,ENSG00000281825.1-281825
ENSG00000225447,RPS15AP10,RPS15AP10-225447
ENSG00000234329,RPL7AP16,RPL7AP16-234329
ENSG00000230896,ENSG00000230896.1,ENSG00000230896.1-230896
ENSG00000236111,RPL6P1,RPL6P1-236111
ENSG00000226957,ENSG00000226957.1,ENSG00000226957.1-226957
ENSG00000233114,COX7BP4,COX7BP4-233114
ENSG00000227857,ENSG00000227857.2,ENSG00000227857.2-227857
ENSG00000173660,UQCRH,UQCRH-173660
ENSG00000225779,ENSG00000225779.1,ENSG00000225779.1-225779
ENSG00000291138,ENSG00000291138.1,ENSG00000291138.1-291138
ENSG00000224863,LINC01398,LINC01398-224863
ENSG00000269956,MKNK1-AS1,MKNK1-AS1-269956
ENSG00000123472,ATPAF1,ATPAF1-123472
ENSG00000228237,EFCAB14-AS1,EFCAB14-AS1-228237
ENSG00000236476,ENSG00000236476.2,ENSG00000236476.2-236476
ENSG00000225506,CYP4A22-AS1,CYP4A22-AS1-225506
ENSG00000225514,MTND1P34,MTND1P34-225514
ENSG00000224805,LINC00853,LINC00853-224805
ENSG00000290081,ENSG00000290081.1,ENSG00000290081.1-290081
ENSG00000226252,ENSG00000226252.1,ENSG00000226252.1-226252
ENSG00000225762,LINC01389,LINC01389-225762
ENSG00000237424,FOXD2-AS1,FOXD2-AS1-237424
ENSG00000271355,ENSG00000271355.1,ENSG00000271355.1-271355
ENSG00000229554,RPL21P24,RPL21P24-229554
ENSG00000227947,LINC01738,LINC01738-227947
ENSG00000223814,ENSG00000223814.1,ENSG00000223814.1-223814
ENSG00000225028,ENSG00000225028.1,ENSG00000225028.1-225028
ENSG00000226133,LINC02794,LINC02794-226133
ENSG00000231413,ENSG00000231413.1,ENSG00000231413.1-231413
ENSG00000290466,ENSG00000290466.1,ENSG00000290466.1-290466
ENSG00000279096,ENSG00000279096.2,ENSG00000279096.2-279096
ENSG00000291246,ENSG00000291246.1,ENSG00000291246.1-291246
ENSG00000223720,ENSG00000223720.2,ENSG00000223720.2-223720
ENSG00000272491,ENSG00000272491.1,ENSG00000272491.1-272491
ENSG00000279214,ENSG00000279214.1,ENSG00000279214.1-279214
ENSG00000235105,ENSG00000235105.1,ENSG00000235105.1-235105
ENSG00000232514,RPL21P25,RPL21P25-232514
ENSG00000287661,ENSG00000287661.1,ENSG00000287661.1-287661
ENSG00000286597,ENSG00000286597.1,ENSG00000286597.1-286597
ENSG00000229846,ENSG00000229846.2,ENSG00000229846.2-229846
ENSG00000230114,AGBL4-AS1,AGBL4-AS1-230114
ENSG00000225623,AGBL4-IT1,AGBL4-IT1-225623
ENSG00000237478,ENSG00000237478.2,ENSG00000237478.2-237478
ENSG00000279324,ENSG00000279324.1,ENSG00000279324.1-279324
ENSG00000233595,MTND2P29,MTND2P29-233595
ENSG00000230828,ENSG00000230828.1,ENSG00000230828.1-230828
ENSG00000237337,ELAVL4-AS1,ELAVL4-AS1-237337
ENSG00000233407,ENSG00000233407.1,ENSG00000233407.1-233407
ENSG00000284696,LINC02808,LINC02808-284696
ENSG00000284645,ENSG00000284645.1,ENSG00000284645.1-284645
ENSG00000234080,ENSG00000234080.3,ENSG00000234080.3-234080
ENSG00000284700,ENSG00000284700.2,ENSG00000284700.2-284700
ENSG00000225767,FAF1-AS1,FAF1-AS1-225767
ENSG00000230585,PHB1P12,PHB1P12-230585
ENSG00000237130,MRPS6P2,MRPS6P2-237130
ENSG00000290102,ENSG00000290102.1,ENSG00000290102.1-290102
ENSG00000200262,Y_RNA,Y_RNA-200262
ENSG00000203356,LINC01562,LINC01562-203356
ENSG00000233406,ENSG00000233406.5,ENSG00000233406.5-233406
ENSG00000236434,ENSG00000236434.2,ENSG00000236434.2-236434
ENSG00000261664,TTC39A-AS1,TTC39A-AS1-261664
ENSG00000232027,ENSG00000232027.2,ENSG00000232027.2-232027
ENSG00000238140,ENSG00000238140.1,ENSG00000238140.1-238140
ENSG00000227070,EPS15-AS1,EPS15-AS1-227070
ENSG00000212624,ENSG00000212624.1,ENSG00000212624.1-212624
ENSG00000266993,ENSG00000266993.3,ENSG00000266993.3-266993
ENSG00000272175,ENSG00000272175.1,ENSG00000272175.1-272175
ENSG00000200839,RNA5SP48,RNA5SP48-200839
ENSG00000229032,ENSG00000229032.1,ENSG00000229032.1-229032
ENSG00000285839,ENSG00000285839.1,ENSG00000285839.1-285839
ENSG00000223390,ENSG00000223390.1,ENSG00000223390.1-223390
ENSG00000228369,TXNDC12-AS1,TXNDC12-AS1-228369
ENSG00000228407,ENSG00000228407.2,ENSG00000228407.2-228407
ENSG00000223429,ENSG00000223429.1,ENSG00000223429.1-223429
ENSG00000236004,ENSG00000236004.2,ENSG00000236004.2-236004
ENSG00000272100,ENSG00000272100.1,ENSG00000272100.1-272100
ENSG00000287078,ENSG00000287078.1,ENSG00000287078.1-287078
ENSG00000272371,ENSG00000272371.1,ENSG00000272371.1-272371
ENSG00000162377,COA7,COA7-162377
ENSG00000228929,RPS13P2,RPS13P2-228929
ENSG00000242391,ENSG00000242391.2,ENSG00000242391.2-242391
ENSG00000230953,ENSG00000230953.2,ENSG00000230953.2-230953
ENSG00000231866,ENSG00000231866.2,ENSG00000231866.2-231866
ENSG00000264834,ENSG00000264834.1,ENSG00000264834.1-264834
ENSG00000266188,ENSG00000266188.1,ENSG00000266188.1-266188
ENSG00000265815,ENSG00000265815.1,ENSG00000265815.1-265815
ENSG00000232993,ENSG00000232993.1,ENSG00000232993.1-232993
ENSG00000235563,ENSG00000235563.1,ENSG00000235563.1-235563
ENSG00000277397,ENSG00000277397.1,ENSG00000277397.1-277397
ENSG00000236723,ENSG00000236723.2,ENSG00000236723.2-236723
ENSG00000259818,CZIB-DT,CZIB-DT-259818
ENSG00000226754,MAGOH-DT,MAGOH-DT-226754
ENSG00000234578,ENSG00000234578.1,ENSG00000234578.1-234578
ENSG00000228838,ENSG00000228838.1,ENSG00000228838.1-228838
ENSG00000232762,ENSG00000232762.1,ENSG00000232762.1-232762
ENSG00000225675,LRP8-DT,LRP8-DT-225675
ENSG00000285954,ENSG00000285954.1,ENSG00000285954.1-285954
ENSG00000226938,ENSG00000226938.1,ENSG00000226938.1-226938
ENSG00000230138,LINC02812,LINC02812-230138
ENSG00000288527,ENSG00000288527.1,ENSG00000288527.1-288527
ENSG00000201003,ENSG00000201003.1,ENSG00000201003.1-201003
ENSG00000229687,ENSG00000229687.2,ENSG00000229687.2-229687
ENSG00000280378,ENSG00000280378.1,ENSG00000280378.1-280378
ENSG00000225183,COX7BP3,COX7BP3-225183
ENSG00000279049,ENSG00000279049.1,ENSG00000279049.1-279049
ENSG00000256407,ENSG00000256407.2,ENSG00000256407.2-256407
ENSG00000280425,ENSG00000280425.2,ENSG00000280425.2-280425
ENSG00000116221,MRPL37,MRPL37-116221
ENSG00000198711,SSBP3-AS1,SSBP3-AS1-198711
ENSG00000225632,ENSG00000225632.2,ENSG00000225632.2-225632
ENSG00000232245,ENSG00000232245.1,ENSG00000232245.1-232245
ENSG00000287582,ENSG00000287582.1,ENSG00000287582.1-287582
ENSG00000235741,LINC02784,LINC02784-235741
ENSG00000237173,ENSG00000237173.1,ENSG00000237173.1-237173
ENSG00000230728,ENSG00000230728.1,ENSG00000230728.1-230728
ENSG00000237453,ENSG00000237453.1,ENSG00000237453.1-237453
ENSG00000162398,LEXM,LEXM-162398
ENSG00000287724,ENSG00000287724.1,ENSG00000287724.1-287724
ENSG00000242396,ENSG00000242396.2,ENSG00000242396.2-242396
ENSG00000233203,DHCR24-DT,DHCR24-DT-233203
ENSG00000284601,ENSG00000284601.1,ENSG00000284601.1-284601
ENSG00000233271,ENSG00000233271.1,ENSG00000233271.1-233271
ENSG00000231090,MIR4422HG,MIR4422HG-231090
ENSG00000234810,ENSG00000234810.4,ENSG00000234810.4-234810
ENSG00000232198,MTCO2P34,MTCO2P34-232198
ENSG00000199831,RN7SKP291,RN7SKP291-199831
ENSG00000272051,Y_RNA,Y_RNA-272051
ENSG00000233079,LINC01755,LINC01755-233079
ENSG00000230250,LINC01753,LINC01753-230250
ENSG00000235612,ENSG00000235612.1,ENSG00000235612.1-235612
ENSG00000260971,ENSG00000260971.4,ENSG00000260971.4-260971
ENSG00000284686,ENSG00000284686.1,ENSG00000284686.1-284686
ENSG00000229871,RPSAP20,RPSAP20-229871
ENSG00000223956,LINC01767,LINC01767-223956
ENSG00000236776,RPL21P23,RPL21P23-236776
ENSG00000224980,RPL23AP85,RPL23AP85-224980
ENSG00000225475,ENSG00000225475.1,ENSG00000225475.1-225475
ENSG00000229913,ENSG00000229913.1,ENSG00000229913.1-229913
ENSG00000236341,ENSG00000236341.1,ENSG00000236341.1-236341
ENSG00000227935,ENSG00000227935.1,ENSG00000227935.1-227935
ENSG00000236888,RPS20P5,RPS20P5-236888
ENSG00000226759,DAB1-AS1,DAB1-AS1-226759
ENSG00000290536,ENSG00000290536.1,ENSG00000290536.1-290536
ENSG00000223416,RPS26P15,RPS26P15-223416
ENSG00000235038,ENSG00000235038.1,ENSG00000235038.1-235038
ENSG00000230546,ENSG00000230546.1,ENSG00000230546.1-230546
ENSG00000233216,ENSG00000233216.1,ENSG00000233216.1-233216
ENSG00000286918,ENSG00000286918.1,ENSG00000286918.1-286918
ENSG00000270209,ENSG00000270209.1,ENSG00000270209.1-270209
ENSG00000185839,ENSG00000185839.3,ENSG00000185839.3-185839
ENSG00000283445,ENSG00000283445.1,ENSG00000283445.1-283445
ENSG00000290013,ENSG00000290013.1,ENSG00000290013.1-290013
ENSG00000234807,JUN-DT,JUN-DT-234807
ENSG00000272226,ENSG00000272226.1,ENSG00000272226.1-272226
ENSG00000231740,ENSG00000231740.1,ENSG00000231740.1-231740
ENSG00000232453,LINC02777,LINC02777-232453
ENSG00000237352,LINC01358,LINC01358-237352
ENSG00000228121,PHB1P3,PHB1P3-228121
ENSG00000241042,ENSG00000241042.1,ENSG00000241042.1-241042
ENSG00000235215,ENSG00000235215.2,ENSG00000235215.2-235215
ENSG00000224609,FGGY-DT,FGGY-DT-224609
ENSG00000270457,ENSG00000270457.1,ENSG00000270457.1-270457
ENSG00000226883,ENSG00000226883.1,ENSG00000226883.1-226883
ENSG00000238242,LINC02778,LINC02778-238242
ENSG00000226476,LINC01748,LINC01748-226476
ENSG00000231252,ENSG00000231252.4,ENSG00000231252.4-231252
ENSG00000237928,NFIA-AS2,NFIA-AS2-237928
ENSG00000237853,NFIA-AS1,NFIA-AS1-237853
ENSG00000284808,ENSG00000284808.1,ENSG00000284808.1-284808
ENSG00000287224,ENSG00000287224.1,ENSG00000287224.1-287224
ENSG00000223920,ENSG00000223920.2,ENSG00000223920.2-223920
ENSG00000271200,PATJ-DT,PATJ-DT-271200
ENSG00000234088,RPS15AP7,RPS15AP7-234088
ENSG00000237227,ENSG00000237227.1,ENSG00000237227.1-237227
ENSG00000200174,Y_RNA,Y_RNA-200174
ENSG00000270549,ENSG00000270549.1,ENSG00000270549.1-270549
ENSG00000278967,ENSG00000278967.1,ENSG00000278967.1-278967
ENSG00000213703,RPL13AP9,RPL13AP9-213703
ENSG00000235545,DOCK7-DT,DOCK7-DT-235545
ENSG00000234318,ENSG00000234318.1,ENSG00000234318.1-234318
ENSG00000237163,ENSG00000237163.1,ENSG00000237163.1-237163
ENSG00000229537,LINC01739,LINC01739-229537
ENSG00000286455,ENSG00000286455.1,ENSG00000286455.1-286455
ENSG00000227485,ENSG00000227485.1,ENSG00000227485.1-227485
ENSG00000229225,ENSG00000229225.1,ENSG00000229225.1-229225
